ordinal,card_id,recipe_id,material_a_id,material_a_name_ko,material_b_id,material_b_name_ko,branch,actor_id,actor_modifier_form,receptor_id,receptor_noun_form,rule_type,rule_key,law_pair,rule_text_ko,generated_name_ko,result_class,flag_count,flags
1011,forge__rot_05__still_05,rot_05|still_05,rot_05,내려앉은 냄새,still_05,그친 종소리,LAW,still_05,그친,rot_05,냄새,LAW,STILL|ROT,STILL|ROT,무너지는 것을 붙잡으면 굳어 남는다.,그친 냄새,SCAB,0,
1012,forge__rot_05__tool_01,rot_05|tool_01,rot_05,내려앉은 냄새,tool_01,도가니,CATALYST,tool_01,달궈진,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,달궈진 냄새,CATALYZED_ROT,0,
1013,forge__rot_05__tool_02,rot_05|tool_02,rot_05,내려앉은 냄새,tool_02,집게,CATALYST,tool_02,집어올린,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,집어올린 냄새,CATALYZED_ROT,0,
1014,forge__rot_05__tool_03,rot_05|tool_03,rot_05,내려앉은 냄새,tool_03,체,CATALYST,tool_03,걸러진,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,걸러진 냄새,CATALYZED_ROT,0,
1015,forge__rot_05__tool_04,rot_05|tool_04,rot_05,내려앉은 냄새,tool_04,등불,CATALYST,tool_04,밝혀진,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,밝혀진 냄새,CATALYZED_ROT,0,
1016,forge__rot_05__tool_05,rot_05|tool_05,rot_05,내려앉은 냄새,tool_05,계측기,CATALYST,tool_05,재어진,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,재어진 냄새,CATALYZED_ROT,0,
1017,forge__rot_05__tool_06,rot_05|tool_06,rot_05,내려앉은 냄새,tool_06,풀무,CATALYST,tool_06,불어넣은,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,불어넣은 냄새,CATALYZED_ROT,0,
1018,forge__rot_05__tool_07,rot_05|tool_07,rot_05,내려앉은 냄새,tool_07,저울,CATALYST,tool_07,달아본,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,달아본 냄새,CATALYZED_ROT,0,
1019,forge__rot_05__tool_08,rot_05|tool_08,rot_05,내려앉은 냄새,tool_08,표본 상자,CATALYST,tool_08,갈무리한,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,갈무리한 냄새,CATALYZED_ROT,0,
1020,forge__rot_05__tool_09,rot_05|tool_09,rot_05,내려앉은 냄새,tool_09,갱도 지도,CATALYST,tool_09,그려진,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,그려진 냄새,CATALYZED_ROT,0,
1021,forge__rot_05__tool_10,rot_05|tool_10,rot_05,내려앉은 냄새,tool_10,손수레,CATALYST,tool_10,실려온,rot_05,냄새,RESULT_CLASS,CATALYZED_ROT,,,실려온 냄새,CATALYZED_ROT,0,
1022,forge__rot_05__wash_01,rot_05|wash_01,rot_05,내려앉은 냄새,wash_01,맑은 눈물,LAW,rot_05,내려앉은,wash_01,눈물,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,내려앉은 눈물,NEUTRALIZED,0,
1023,forge__rot_05__wash_02,rot_05|wash_02,rot_05,내려앉은 냄새,wash_02,닳은 돌,LAW,rot_05,내려앉은,wash_02,돌,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,내려앉은 돌,NEUTRALIZED,0,
1024,forge__rot_05__wash_03,rot_05|wash_03,rot_05,내려앉은 냄새,wash_03,빈 껍질,LAW,rot_05,내려앉은,wash_03,껍질,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,내려앉은 껍질,NEUTRALIZED,0,
1025,forge__rot_05__wash_04,rot_05|wash_04,rot_05,내려앉은 냄새,wash_04,지워진 자국,LAW,rot_05,내려앉은,wash_04,자국,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,내려앉은 자국,NEUTRALIZED,0,
1026,forge__rot_05__wash_05,rot_05|wash_05,rot_05,내려앉은 냄새,wash_05,가라앉은 앙금,LAW,rot_05,내려앉은,wash_05,앙금,LAW,ROT|WASH,ROT|WASH,무너뜨림과 걷어냄은 서로를 지운다.,내려앉은 앙금,NEUTRALIZED,0,
1027,forge__scat_01__scat_02,scat_01|scat_02,scat_01,가벼운 뼈,scat_02,흩날리는 씨,LAW,scat_01,가벼운,scat_02,씨,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,가벼운 씨,DISPERSAL,0,
1028,forge__scat_01__scat_03,scat_01|scat_03,scat_01,가벼운 뼈,scat_03,벗겨진 껍데기,LAW,scat_01,가벼운,scat_03,껍데기,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,가벼운 껍데기,DISPERSAL,0,
1029,forge__scat_01__scat_04,scat_01|scat_04,scat_01,가벼운 뼈,scat_04,뜬 먼지,LAW,scat_01,가벼운,scat_04,먼지,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,가벼운 먼지,DISPERSAL,0,
1030,forge__scat_01__scat_05,scat_01|scat_05,scat_01,가벼운 뼈,scat_05,마른 바람,LAW,scat_01,가벼운,scat_05,바람,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,가벼운 바람,DISPERSAL,0,
1031,forge__scat_01__still_01,scat_01|still_01,scat_01,가벼운 뼈,still_01,서리꽃,LAW,still_01,서리 낀,scat_01,뼈,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,서리 낀 뼈,SETTLING,0,
1032,forge__scat_01__still_02,scat_01|still_02,scat_01,가벼운 뼈,still_02,멈춘 물방울,LAW,still_02,멈춘,scat_01,뼈,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,멈춘 뼈,SETTLING,0,
1033,forge__scat_01__still_03,scat_01|still_03,scat_01,가벼운 뼈,still_03,잠긴 발자국,LAW,still_03,잠긴,scat_01,뼈,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,잠긴 뼈,SETTLING,0,
1034,forge__scat_01__still_04,scat_01|still_04,scat_01,가벼운 뼈,still_04,굳은 숨,LAW,still_04,숨 멎은,scat_01,뼈,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,숨 멎은 뼈,SETTLING,0,
1035,forge__scat_01__still_05,scat_01|still_05,scat_01,가벼운 뼈,still_05,그친 종소리,LAW,still_05,그친,scat_01,뼈,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,그친 뼈,SETTLING,0,
1036,forge__scat_01__tool_01,scat_01|tool_01,scat_01,가벼운 뼈,tool_01,도가니,CATALYST,tool_01,달궈진,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,달궈진 뼈,CATALYZED_SCATTER,0,
1037,forge__scat_01__tool_02,scat_01|tool_02,scat_01,가벼운 뼈,tool_02,집게,CATALYST,tool_02,집어올린,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,집어올린 뼈,CATALYZED_SCATTER,0,
1038,forge__scat_01__tool_03,scat_01|tool_03,scat_01,가벼운 뼈,tool_03,체,CATALYST,tool_03,걸러진,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,걸러진 뼈,CATALYZED_SCATTER,0,
1039,forge__scat_01__tool_04,scat_01|tool_04,scat_01,가벼운 뼈,tool_04,등불,CATALYST,tool_04,밝혀진,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,밝혀진 뼈,CATALYZED_SCATTER,0,
1040,forge__scat_01__tool_05,scat_01|tool_05,scat_01,가벼운 뼈,tool_05,계측기,CATALYST,tool_05,재어진,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,재어진 뼈,CATALYZED_SCATTER,0,
1041,forge__scat_01__tool_06,scat_01|tool_06,scat_01,가벼운 뼈,tool_06,풀무,CATALYST,tool_06,불어넣은,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,불어넣은 뼈,CATALYZED_SCATTER,0,
1042,forge__scat_01__tool_07,scat_01|tool_07,scat_01,가벼운 뼈,tool_07,저울,CATALYST,tool_07,달아본,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,달아본 뼈,CATALYZED_SCATTER,0,
1043,forge__scat_01__tool_08,scat_01|tool_08,scat_01,가벼운 뼈,tool_08,표본 상자,CATALYST,tool_08,갈무리한,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,갈무리한 뼈,CATALYZED_SCATTER,0,
1044,forge__scat_01__tool_09,scat_01|tool_09,scat_01,가벼운 뼈,tool_09,갱도 지도,CATALYST,tool_09,그려진,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,그려진 뼈,CATALYZED_SCATTER,0,
1045,forge__scat_01__tool_10,scat_01|tool_10,scat_01,가벼운 뼈,tool_10,손수레,CATALYST,tool_10,실려온,scat_01,뼈,RESULT_CLASS,CATALYZED_SCATTER,,,실려온 뼈,CATALYZED_SCATTER,0,
1046,forge__scat_01__wash_01,scat_01|wash_01,scat_01,가벼운 뼈,wash_01,맑은 눈물,LAW,scat_01,가벼운,wash_01,눈물,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,가벼운 눈물,VANISHING,0,
1047,forge__scat_01__wash_02,scat_01|wash_02,scat_01,가벼운 뼈,wash_02,닳은 돌,LAW,scat_01,가벼운,wash_02,돌,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,가벼운 돌,VANISHING,0,
1048,forge__scat_01__wash_03,scat_01|wash_03,scat_01,가벼운 뼈,wash_03,빈 껍질,LAW,scat_01,가벼운,wash_03,껍질,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,가벼운 껍질,VANISHING,0,
1049,forge__scat_01__wash_04,scat_01|wash_04,scat_01,가벼운 뼈,wash_04,지워진 자국,LAW,scat_01,가벼운,wash_04,자국,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,가벼운 자국,VANISHING,0,
1050,forge__scat_01__wash_05,scat_01|wash_05,scat_01,가벼운 뼈,wash_05,가라앉은 앙금,LAW,scat_01,가벼운,wash_05,앙금,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,가벼운 앙금,VANISHING,0,
1051,forge__scat_02__scat_03,scat_02|scat_03,scat_02,흩날리는 씨,scat_03,벗겨진 껍데기,LAW,scat_02,흩날리는,scat_03,껍데기,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,흩날리는 껍데기,DISPERSAL,0,
1052,forge__scat_02__scat_04,scat_02|scat_04,scat_02,흩날리는 씨,scat_04,뜬 먼지,LAW,scat_02,흩날리는,scat_04,먼지,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,흩날리는 먼지,DISPERSAL,0,
1053,forge__scat_02__scat_05,scat_02|scat_05,scat_02,흩날리는 씨,scat_05,마른 바람,LAW,scat_02,흩날리는,scat_05,바람,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,흩날리는 바람,DISPERSAL,0,
1054,forge__scat_02__still_01,scat_02|still_01,scat_02,흩날리는 씨,still_01,서리꽃,LAW,still_01,서리 낀,scat_02,씨,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,서리 낀 씨,SETTLING,0,
1055,forge__scat_02__still_02,scat_02|still_02,scat_02,흩날리는 씨,still_02,멈춘 물방울,LAW,still_02,멈춘,scat_02,씨,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,멈춘 씨,SETTLING,0,
1056,forge__scat_02__still_03,scat_02|still_03,scat_02,흩날리는 씨,still_03,잠긴 발자국,LAW,still_03,잠긴,scat_02,씨,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,잠긴 씨,SETTLING,0,
1057,forge__scat_02__still_04,scat_02|still_04,scat_02,흩날리는 씨,still_04,굳은 숨,LAW,still_04,숨 멎은,scat_02,씨,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,숨 멎은 씨,SETTLING,0,
1058,forge__scat_02__still_05,scat_02|still_05,scat_02,흩날리는 씨,still_05,그친 종소리,LAW,still_05,그친,scat_02,씨,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,그친 씨,SETTLING,0,
1059,forge__scat_02__tool_01,scat_02|tool_01,scat_02,흩날리는 씨,tool_01,도가니,CATALYST,tool_01,달궈진,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,달궈진 씨,CATALYZED_SCATTER,0,
1060,forge__scat_02__tool_02,scat_02|tool_02,scat_02,흩날리는 씨,tool_02,집게,CATALYST,tool_02,집어올린,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,집어올린 씨,CATALYZED_SCATTER,0,
1061,forge__scat_02__tool_03,scat_02|tool_03,scat_02,흩날리는 씨,tool_03,체,CATALYST,tool_03,걸러진,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,걸러진 씨,CATALYZED_SCATTER,0,
1062,forge__scat_02__tool_04,scat_02|tool_04,scat_02,흩날리는 씨,tool_04,등불,CATALYST,tool_04,밝혀진,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,밝혀진 씨,CATALYZED_SCATTER,0,
1063,forge__scat_02__tool_05,scat_02|tool_05,scat_02,흩날리는 씨,tool_05,계측기,CATALYST,tool_05,재어진,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,재어진 씨,CATALYZED_SCATTER,0,
1064,forge__scat_02__tool_06,scat_02|tool_06,scat_02,흩날리는 씨,tool_06,풀무,CATALYST,tool_06,불어넣은,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,불어넣은 씨,CATALYZED_SCATTER,0,
1065,forge__scat_02__tool_07,scat_02|tool_07,scat_02,흩날리는 씨,tool_07,저울,CATALYST,tool_07,달아본,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,달아본 씨,CATALYZED_SCATTER,0,
1066,forge__scat_02__tool_08,scat_02|tool_08,scat_02,흩날리는 씨,tool_08,표본 상자,CATALYST,tool_08,갈무리한,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,갈무리한 씨,CATALYZED_SCATTER,0,
1067,forge__scat_02__tool_09,scat_02|tool_09,scat_02,흩날리는 씨,tool_09,갱도 지도,CATALYST,tool_09,그려진,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,그려진 씨,CATALYZED_SCATTER,0,
1068,forge__scat_02__tool_10,scat_02|tool_10,scat_02,흩날리는 씨,tool_10,손수레,CATALYST,tool_10,실려온,scat_02,씨,RESULT_CLASS,CATALYZED_SCATTER,,,실려온 씨,CATALYZED_SCATTER,0,
1069,forge__scat_02__wash_01,scat_02|wash_01,scat_02,흩날리는 씨,wash_01,맑은 눈물,LAW,scat_02,흩날리는,wash_01,눈물,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,흩날리는 눈물,VANISHING,0,
1070,forge__scat_02__wash_02,scat_02|wash_02,scat_02,흩날리는 씨,wash_02,닳은 돌,LAW,scat_02,흩날리는,wash_02,돌,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,흩날리는 돌,VANISHING,0,
1071,forge__scat_02__wash_03,scat_02|wash_03,scat_02,흩날리는 씨,wash_03,빈 껍질,LAW,scat_02,흩날리는,wash_03,껍질,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,흩날리는 껍질,VANISHING,0,
1072,forge__scat_02__wash_04,scat_02|wash_04,scat_02,흩날리는 씨,wash_04,지워진 자국,LAW,scat_02,흩날리는,wash_04,자국,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,흩날리는 자국,VANISHING,0,
1073,forge__scat_02__wash_05,scat_02|wash_05,scat_02,흩날리는 씨,wash_05,가라앉은 앙금,LAW,scat_02,흩날리는,wash_05,앙금,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,흩날리는 앙금,VANISHING,0,
1074,forge__scat_03__scat_04,scat_03|scat_04,scat_03,벗겨진 껍데기,scat_04,뜬 먼지,LAW,scat_03,벗겨진,scat_04,먼지,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,벗겨진 먼지,DISPERSAL,0,
1075,forge__scat_03__scat_05,scat_03|scat_05,scat_03,벗겨진 껍데기,scat_05,마른 바람,LAW,scat_03,벗겨진,scat_05,바람,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,벗겨진 바람,DISPERSAL,0,
1076,forge__scat_03__still_01,scat_03|still_01,scat_03,벗겨진 껍데기,still_01,서리꽃,LAW,still_01,서리 낀,scat_03,껍데기,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,서리 낀 껍데기,SETTLING,0,
1077,forge__scat_03__still_02,scat_03|still_02,scat_03,벗겨진 껍데기,still_02,멈춘 물방울,LAW,still_02,멈춘,scat_03,껍데기,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,멈춘 껍데기,SETTLING,0,
1078,forge__scat_03__still_03,scat_03|still_03,scat_03,벗겨진 껍데기,still_03,잠긴 발자국,LAW,still_03,잠긴,scat_03,껍데기,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,잠긴 껍데기,SETTLING,0,
1079,forge__scat_03__still_04,scat_03|still_04,scat_03,벗겨진 껍데기,still_04,굳은 숨,LAW,still_04,숨 멎은,scat_03,껍데기,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,숨 멎은 껍데기,SETTLING,0,
1080,forge__scat_03__still_05,scat_03|still_05,scat_03,벗겨진 껍데기,still_05,그친 종소리,LAW,still_05,그친,scat_03,껍데기,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,그친 껍데기,SETTLING,0,
1081,forge__scat_03__tool_01,scat_03|tool_01,scat_03,벗겨진 껍데기,tool_01,도가니,CATALYST,tool_01,달궈진,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,달궈진 껍데기,CATALYZED_SCATTER,0,
1082,forge__scat_03__tool_02,scat_03|tool_02,scat_03,벗겨진 껍데기,tool_02,집게,CATALYST,tool_02,집어올린,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,집어올린 껍데기,CATALYZED_SCATTER,0,
1083,forge__scat_03__tool_03,scat_03|tool_03,scat_03,벗겨진 껍데기,tool_03,체,CATALYST,tool_03,걸러진,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,걸러진 껍데기,CATALYZED_SCATTER,0,
1084,forge__scat_03__tool_04,scat_03|tool_04,scat_03,벗겨진 껍데기,tool_04,등불,CATALYST,tool_04,밝혀진,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,밝혀진 껍데기,CATALYZED_SCATTER,0,
1085,forge__scat_03__tool_05,scat_03|tool_05,scat_03,벗겨진 껍데기,tool_05,계측기,CATALYST,tool_05,재어진,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,재어진 껍데기,CATALYZED_SCATTER,0,
1086,forge__scat_03__tool_06,scat_03|tool_06,scat_03,벗겨진 껍데기,tool_06,풀무,CATALYST,tool_06,불어넣은,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,불어넣은 껍데기,CATALYZED_SCATTER,0,
1087,forge__scat_03__tool_07,scat_03|tool_07,scat_03,벗겨진 껍데기,tool_07,저울,CATALYST,tool_07,달아본,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,달아본 껍데기,CATALYZED_SCATTER,0,
1088,forge__scat_03__tool_08,scat_03|tool_08,scat_03,벗겨진 껍데기,tool_08,표본 상자,CATALYST,tool_08,갈무리한,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,갈무리한 껍데기,CATALYZED_SCATTER,0,
1089,forge__scat_03__tool_09,scat_03|tool_09,scat_03,벗겨진 껍데기,tool_09,갱도 지도,CATALYST,tool_09,그려진,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,그려진 껍데기,CATALYZED_SCATTER,0,
1090,forge__scat_03__tool_10,scat_03|tool_10,scat_03,벗겨진 껍데기,tool_10,손수레,CATALYST,tool_10,실려온,scat_03,껍데기,RESULT_CLASS,CATALYZED_SCATTER,,,실려온 껍데기,CATALYZED_SCATTER,0,
1091,forge__scat_03__wash_01,scat_03|wash_01,scat_03,벗겨진 껍데기,wash_01,맑은 눈물,LAW,scat_03,벗겨진,wash_01,눈물,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,벗겨진 눈물,VANISHING,0,
1092,forge__scat_03__wash_02,scat_03|wash_02,scat_03,벗겨진 껍데기,wash_02,닳은 돌,LAW,scat_03,벗겨진,wash_02,돌,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,벗겨진 돌,VANISHING,0,
1093,forge__scat_03__wash_03,scat_03|wash_03,scat_03,벗겨진 껍데기,wash_03,빈 껍질,LAW,scat_03,벗겨진,wash_03,껍질,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,벗겨진 껍질,VANISHING,0,
1094,forge__scat_03__wash_04,scat_03|wash_04,scat_03,벗겨진 껍데기,wash_04,지워진 자국,LAW,scat_03,벗겨진,wash_04,자국,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,벗겨진 자국,VANISHING,0,
1095,forge__scat_03__wash_05,scat_03|wash_05,scat_03,벗겨진 껍데기,wash_05,가라앉은 앙금,LAW,scat_03,벗겨진,wash_05,앙금,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,벗겨진 앙금,VANISHING,0,
1096,forge__scat_04__scat_05,scat_04|scat_05,scat_04,뜬 먼지,scat_05,마른 바람,LAW,scat_04,뜬,scat_05,바람,LAW,SCATTER|SCATTER,SCATTER|SCATTER,휘발이 겹치면 흔적 없이 사라진다.,뜬 바람,DISPERSAL,0,
1097,forge__scat_04__still_01,scat_04|still_01,scat_04,뜬 먼지,still_01,서리꽃,LAW,still_01,서리 낀,scat_04,먼지,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,서리 낀 먼지,SETTLING,0,
1098,forge__scat_04__still_02,scat_04|still_02,scat_04,뜬 먼지,still_02,멈춘 물방울,LAW,still_02,멈춘,scat_04,먼지,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,멈춘 먼지,SETTLING,0,
1099,forge__scat_04__still_03,scat_04|still_03,scat_04,뜬 먼지,still_03,잠긴 발자국,LAW,still_03,잠긴,scat_04,먼지,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,잠긴 먼지,SETTLING,0,
1100,forge__scat_04__still_04,scat_04|still_04,scat_04,뜬 먼지,still_04,굳은 숨,LAW,still_04,숨 멎은,scat_04,먼지,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,숨 멎은 먼지,SETTLING,0,
1101,forge__scat_04__still_05,scat_04|still_05,scat_04,뜬 먼지,still_05,그친 종소리,LAW,still_05,그친,scat_04,먼지,LAW,STILL|SCATTER,STILL|SCATTER,달아나려는 것을 붙잡으면 가라앉는다.,그친 먼지,SETTLING,0,
1102,forge__scat_04__tool_01,scat_04|tool_01,scat_04,뜬 먼지,tool_01,도가니,CATALYST,tool_01,달궈진,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,달궈진 먼지,CATALYZED_SCATTER,0,
1103,forge__scat_04__tool_02,scat_04|tool_02,scat_04,뜬 먼지,tool_02,집게,CATALYST,tool_02,집어올린,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,집어올린 먼지,CATALYZED_SCATTER,0,
1104,forge__scat_04__tool_03,scat_04|tool_03,scat_04,뜬 먼지,tool_03,체,CATALYST,tool_03,걸러진,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,걸러진 먼지,CATALYZED_SCATTER,0,
1105,forge__scat_04__tool_04,scat_04|tool_04,scat_04,뜬 먼지,tool_04,등불,CATALYST,tool_04,밝혀진,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,밝혀진 먼지,CATALYZED_SCATTER,0,
1106,forge__scat_04__tool_05,scat_04|tool_05,scat_04,뜬 먼지,tool_05,계측기,CATALYST,tool_05,재어진,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,재어진 먼지,CATALYZED_SCATTER,0,
1107,forge__scat_04__tool_06,scat_04|tool_06,scat_04,뜬 먼지,tool_06,풀무,CATALYST,tool_06,불어넣은,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,불어넣은 먼지,CATALYZED_SCATTER,0,
1108,forge__scat_04__tool_07,scat_04|tool_07,scat_04,뜬 먼지,tool_07,저울,CATALYST,tool_07,달아본,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,달아본 먼지,CATALYZED_SCATTER,0,
1109,forge__scat_04__tool_08,scat_04|tool_08,scat_04,뜬 먼지,tool_08,표본 상자,CATALYST,tool_08,갈무리한,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,갈무리한 먼지,CATALYZED_SCATTER,0,
1110,forge__scat_04__tool_09,scat_04|tool_09,scat_04,뜬 먼지,tool_09,갱도 지도,CATALYST,tool_09,그려진,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,그려진 먼지,CATALYZED_SCATTER,0,
1111,forge__scat_04__tool_10,scat_04|tool_10,scat_04,뜬 먼지,tool_10,손수레,CATALYST,tool_10,실려온,scat_04,먼지,RESULT_CLASS,CATALYZED_SCATTER,,,실려온 먼지,CATALYZED_SCATTER,0,
1112,forge__scat_04__wash_01,scat_04|wash_01,scat_04,뜬 먼지,wash_01,맑은 눈물,LAW,scat_04,뜬,wash_01,눈물,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,뜬 눈물,VANISHING,0,
1113,forge__scat_04__wash_02,scat_04|wash_02,scat_04,뜬 먼지,wash_02,닳은 돌,LAW,scat_04,뜬,wash_02,돌,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,뜬 돌,VANISHING,0,
1114,forge__scat_04__wash_03,scat_04|wash_03,scat_04,뜬 먼지,wash_03,빈 껍질,LAW,scat_04,뜬,wash_03,껍질,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,뜬 껍질,VANISHING,0,
1115,forge__scat_04__wash_04,scat_04|wash_04,scat_04,뜬 먼지,wash_04,지워진 자국,LAW,scat_04,뜬,wash_04,자국,LAW,SCATTER|WASH,SCATTER|WASH,씻겨 날아가면 흔적이 없다.,뜬 자국,VANISHING,0,
